cid,cmpdname,canonicalsmiles,sensitizer
5505,Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1
5543,Triallate,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,1
5560,Trichlormethiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,1
5565,Trientine,C(CNCCNCCN)N,1
5569,Trifluralin,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],1
5574,Trimeprazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,1
5579,m-Trimethylammonium aniline,C[N+](C)(C)C1=CC=CC(=C1)N,1
5584,Trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,1
5593,Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,1
5725,CID 5725,CC1=CCC(C=CC(=O)C(=CCC1)C)(C)C,1
5743,Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1
5750,Meperidine Hydrochloride,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,1
5753,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,1
5760,"methyl (3S,4R)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylate",CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,1
5773,Cephaloridine,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,1
5792,1H-Benzimidazol-2-yl(phenyl)methanol,C1=CC=C(C=C1)C(C2=NC3=CC=CC=C3N2)O,1
5794,Piperonyl Butoxide,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,1
5795,Procaine Hydrochloride,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,1
5801,2-Aminophenol,C1=CC=C(C(=C1)N)O,1
5818,Histamine Dihydrochloride,C1=C(NC=N1)CCN.Cl.Cl,1
5828,4-Aminophenol hydrochloride,C1=CC(=CC=C1N)O.Cl,1
5853,Trichlorfon,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,1
5887,Promazine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,1
5904,Penicillin G,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,1
5930,p-Methylaminophenol Sulfate,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O,1
5931,N-Methyl-4-aminophenol,CNC1=CC=C(C=C1)O,1
5942,Norspermidine,C(CN)CNCCCN,1
5943,Carbon Tetrachloride,C(Cl)(Cl)(Cl)Cl,1
5959,Chloramphenicol,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],1
5967,Chlorhexidine acetate,CC(=O)O.CC(=O)O.C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,1
5971,Allyl isothiocyanate,C=CCN=C=S,1
5976,"1,1-Dimethylhydrazine",CN(C)N,1
5993,Chlordane,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,1
6005,Apomorphine,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,1
6014,Promethazine Hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,1
6024,Cephalothin,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,1
6041,Phenylephrine,CNCC(C1=CC(=CC=C1)O)O,1
6051,C.I. Solvent Blue 7,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,1
6058,Cysteamine,C(CS)N,1
6061,Methylhydrazine,CNN,1
6077,Acepromazine,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,1
6083,Adenosine Phosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,1
6098,Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,1
6104,Aurothioglucose,C(C1C(C(C(C(O1)[S-])O)O)O)O.[Au+],1
6115,Aniline,C1=CC=C(C=C1)N,1
6196,Oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,1
6227,Bromoacetic acid,C(C(=O)O)Br,1
6249,Ampicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,1
6252,Cytarabine hydrochloride,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,1
6253,Cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,1
6264,Dinitrofluorobenzene,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,1
6268,Mercaptosuccinic acid,C(C(C(=O)O)S)C(=O)O,1
6277,Cobalt(II) acetate,CC(=O)[O-].CC(=O)[O-].[Co+2],1
6282,Bromosulfalein,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],1
6301,Chlorquinaldol,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,1
6319,"N,N'-Diphenyl-p-phenylenediamine",C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,1
6328,Iodomethane,CI,1
6340,Iodoethane,CCI,1
6354,Ethylene Oxide,C1CO1,1
6378,Propylene Oxide,CC1CO1,1
6387,tert-Butyl mercaptan,CC(C)(C)S,1
6410,tert-Butyl Hydroperoxide,CC(C)(C)OO,1
6478,Hexachlorocyclopentadiene,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,1
6485,"6-(1-Methylcyclohexyl)-2,4-xylenol",CC1=CC(=C(C(=C1)C2(CCCCC2)C)O)C,1
6497,Dimethyl Sulfate,COS(=O)(=O)OC,1
6501,Ethyl methylphenylglycidate,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,1
6504,Acetyl triethyl citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C,1
6520,Tetrakis(2-ethylbutoxy)silane,CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC,1
6540,Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,1
6548,Tetrahydrolinalool,CCC(C)(CCCC(C)C)O,1
6549,"Linalool, (+/-)-",CC(=CCCC(C)(C=C)O)C,1
6557,Isoprene,CC(=C)C=C,1
6564,"1,2-Dichloropropane",CC(CCl)Cl,1
6567,"1,2-Diaminopropane",CC(CN)N,1
6570,Methyl vinyl ketone,CC(=O)C=C,1
6575,Trichloroethylene,C(=C(Cl)Cl)Cl,1
6579,Acrylamide,C=CC(=O)N,1
6580,Chloroacetamide,C(C(=O)N)Cl,1
6599,Dimethyldithiocarbamic acid,CN(C)C(=S)S,1
6609,CID 6609,CC1CC=C(C(C1(C)C)C=CC(=O)C)C,1
6610,"2,5-Di-tert-amylhydroquinone",CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,1
6623,Bisphenol A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1
6628,N-Methyl-N-nitroso-p-toluenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)N(C)N=O,1
6629,Cumene hydroperoxide,CC(C)(C1=CC=CC=C1)OO,1
6630,Methyl benzenesulfonate,COS(=O)(=O)C1=CC=CC=C1,1
6631,p-Menthan-8-yl acetate,CC1CCC(CC1)C(C)(C)OC(=O)C,1
6634,Sulfachlorpyridazine,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,1
6643,4-tert-Amylphenol,CCC(C)(C)C1=CC=C(C=C1)O,1
6645,Methyl p-toluenesulfonate,CC1=CC=C(C=C1)S(=O)(=O)OC,1
6649,"4,4'-Oxybis(benzenesulfonyl hydrazide)",C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN,1
6654,alpha-PINENE,CC1=CCC2CC1C2(C)C,1
6658,Methyl methacrylate,CC(=C)C(=O)OC,1
6680,Solvent Violet 13,CC1=CC=C(C=C1)NC2=C3C(=C(C=C2)O)C(=O)C4=CC=CC=C4C3=O,1
6687,"1,4-Diamino-2,3-dihydroanthraquinone",C1CC(=N)C2=C(C3=CC=CC=C3C(=C2C1=N)O)O,1
6693,"1,8-Naphthalic anhydride",C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2,1
6696,3-Bromobenzanthrone,C1=CC=C2C(=C1)C3=C4C(=C(C=C3)Br)C=CC=C4C2=O,1
6720,Quintozene,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],1
6731,Quinoline Yellow,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,1
6749,"1,5-Dihydroxynaphthalene",C1=CC2=C(C=CC=C2O)C(=C1)O,1
6773,2-Methylanthraquinone,CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,1
6775,Dichlorodicyanobenzoquinone,C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N,1
6777,Dicyclohexyl phthalate,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,1
6779,Butyl cyclohexyl phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OC2CCCCC2,1
6780,Anthraquinone,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,1
6781,Diethyl Phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,1
6785,Ethyl phthalyl ethyl glycolate,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,1
6794,Diquat dibromide,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],1
6795,Diquat,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,1
6810,Tetrahydrophthalic anhydride,C1C=CCC2C1C(=O)OC2=O,1
6811,Phthalic anhydride,C1=CC=C2C(=C1)C(=O)OC2=O,1
6838,N-Nitrosodiphenylamine,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,1
6866,"4,7-Dichloroquinoline",C1=CC2=C(C=CN=C2C=C1Cl)Cl,1
6869,Penicillin V,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,1
6871,Diethyl (ethoxymethylene)malonate,CCOC=C(C(=O)OCC)C(=O)OCC,1
6887,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4E,9S)-",CC1=CCCC(=C)C2CC(C2CC1)(C)C,1
6894,3-Chloro-2-methylaniline,CC1=C(C=CC=C1Cl)N,1
6895,"1,2,3-Trichlorobenzene",C1=CC(=C(C(=C1)Cl)Cl)Cl,1
6901,Hexachlorobutadiene,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,1
6922,2-(Trifluoromethyl)aniline,C1=CC=C(C(=C1)C(F)(F)F)N,1
6933,6-Chlorometanilic acid,C1=CC(=C(C=C1N)S(=O)(=O)O)Cl,1
6942,2-Aminobenzamide,C1=CC=C(C(=C1)C(=O)N)N,1
6950,Dinoseb,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,1
6953,Picryl chloride,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])[N+](=O)[O-],1
6954,Picric Acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],1
6955,Phthaloyl dichloride,C1=CC=C(C(=C1)C(=O)Cl)C(=O)Cl,1
6966,Pyromellitic dianhydride,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,1
6977,"1,4-Dichloro-2-nitrobenzene",C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl,1
6986,p-Menthan-3-one,CC1CCC(C(=O)C1)C(C)C,1
6996,2-Chlorobenzaldehyde,C1=CC=C(C(=C1)C=O)Cl,1
7000,O-Anisidine,COC1=CC=CC=C1N,1
7005,1-Naphthol,C1=CC=C2C(=C1)C=CC=C2O,1
7013,N-Phenyl-1-naphthylamine,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,1
7028,Pseudoephedrine,CC(C(C1=CC=CC=C1)O)NC,1
7040,"2,6-Diisocyanatotoluene",CC1=C(C=CC=C1N=C=O)N=C=O,1
7054,Isatin,C1=CC=C2C(=C1)C(=O)C(=O)N2,1
7070,"3,3'-Dichlorobenzidine",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,1
7072,Bitolylene diisocyanate,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)C)N=C=O,1
7073,M-Tolyldiethanolamine,CC1=CC(=CC=C1)N(CCO)CCO,1
7088,2-Chlorophenothiazine,C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)Cl,1
7103,4-Phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,1
7104,3-Hydroxy-2-naphthoic acid,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,1
7107,Xanthene,C1C2=CC=CC=C2OC3=CC=CC=C31,1
7108,Phenothiazine,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,1
7112,"4,4'-Dihydroxybiphenyl",C1=CC(=CC=C1C2=CC=C(C=C2)O)O,1
7115,p-Terphenyl,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3,1
7116,6-Aminonaphthalene-2-sulfonic acid,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1N,1
7120,"N,N-Diethyl-P-phenylenediamine",CCN(CC)C1=CC=C(C=C1)N,1
7122,2-Acetylnaphthalene,CC(=O)C1=CC2=CC=CC=C2C=C1,1
7126,o-Anisidinomethanesulfonic acid,COC1=CC=CC=C1NCS(=O)(=O)O,1
7127,Methyleugenol,COC1=C(C=C(C=C1)CC=C)OC,1
7142,"N,N'-Di-2-naphthyl-p-phenylenediamine",C1=CC=C2C=C(C=CC2=C1)NC3=CC=C(C=C3)NC4=CC5=CC=CC=C5C=C4,1
7144,Creosol,CC1=CC(=C(C=C1)O)OC,1
7146,2-Phenylpropanal,CC(C=O)C1=CC=CC=C1,1
7155,1-(o-Tolyl)biguanide,CC1=CC=CC=C1N=C(N)N=C(N)N,1
7169,Phenyl benzoate,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,1
7173,"2,4-D Isopropyl ester",CC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl,1
7175,Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,1
7176,Isobutamben,CC(C)COC(=O)C1=CC=C(C=C1)N,1
7187,Benzoyl Peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,1
7188,Dipentamethylenethiuram disulfide,C1CCN(CC1)C(=S)SSC(=S)N2CCCCC2,1
7206,"2,4-D Butyl ester",CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,1
7210,"N,N'-Disalicylidene-1,2-diaminopropane",CC(CN=CC1=CC=CC=C1O)N=CC2=CC=CC=C2O,1
7215,Sulfiram,CCN(CC)C(=S)SC(=S)N(CC)CC,1
7219,Indene,C1C=CC2=CC=CC=C21,1
7223,1-(Hydroxyethyl)-2-(heptadecyl)imidazoline,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,1
7230,N-tert-Butyl-2-benzothiazolesulfenamide,CC(C)(C)NSC1=NC2=CC=CC=C2S1,1
7231,2-(4-Morpholinyldithio)benzothiazole,C1COCCN1SSC2=NC3=CC=CC=C3S2,1
7232,Thiohexam,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,1
7233,"1H-Imidazole-1-ethanol, 2-(8-heptadecenyl)-4,5-dihydro-",CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,1
7239,"1,2-Dichlorobenzene",C1=CC=C(C(=C1)Cl)Cl,1
7243,o-PHENYLENEDIAMINE,C1=CC=C(C(=C1)N)N,1
7249,"3,4-Dimethylphenol",CC1=C(C=C(C=C1)O)C,1
7252,"2,5-Diaminotoluene",CC1=C(C=CC(=C1)N)N,1
7253,Methylhydroquinone,CC1=C(C=CC(=C1)O)O,1
7255,3-Chloro-4-methylaniline,CC1=C(C=C(C=C1)N)Cl,1
7257,"3,4-Dichloroaniline",C1=CC(=C(C=C1N)Cl)Cl,1
7261,"2,4-Diaminotoluene",CC1=C(C=C(C=C1)N)N,1
7262,"2,5-Dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl,1
7265,2-Amino-4-chlorophenol,C1=CC(=C(C=C1Cl)N)O,1
7267,"2,5-Dimethylphenol",CC1=CC(=C(C=C1)C)O,1
7276,Styrene Oxide,C1C(O1)C2=CC=CC=C2,1
7284,2-Methylbutyraldehyde,CCC(C)C=O,1
7291,Monothioglycerol,C(C(CS)O)O,1
7292,Methyl ethyl ketoxime,CCC(=NO)C,1
7294,Methyl acrylate,COC(=O)C=C,1
7295,Methyl chloroacetate,COC(=O)CCl,1
7308,"4,4'-Thiobis(6-tert-butyl-m-cresol)",CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,1
7310,"Benzenesulfonic acid, 2-chloro-5-nitro-",C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)O)Cl,1
7328,Dichlofenthion,CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,1
7329,Fenticlor,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,1
7340,o-Aminoazotoluene,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,1
7343,Ethyl methacrylate,CCOC(=O)C(=C)C,1
7347,Tetramethylthiuram monosulfide,CN(C)C(=S)SC(=S)N(C)C,1
7352,Isobutyl methacrylate,CC(C)COC(=O)C(=C)C,1
7354,Butyl methacrylate,CCCCOC(=O)C(=C)C,1
7355,Glycol Dimethacrylate,CC(=C)C(=O)OCCOC(=O)C(=C)C,1
7361,Furfuryl alcohol,C1=COC(=C1)CO,1
7364,Thiophene-2-carbaldehyde,C1=CSC(=C1)C=O,1
7367,Benzotrichloride,C1=CC=C(C=C1)C(Cl)(Cl)Cl,1
7369,Benzenesulfonyl chloride,C1=CC=C(C=C1)S(=O)(=O)Cl,1
7381,4-tert-Butylcatechol,CC(C)(C)C1=CC(=C(C=C1)O)O,1
7384,4-Amino-3-methylbenzenesulfonic acid,CC1=C(C=CC(=C1)S(=O)(=O)O)N,1
7393,4-tert-Butylphenol,CC(C)(C)C1=CC=C(C=C1)O,1
7394,4-Chlorobenzotrifluoride,C1=CC(=CC=C1C(F)(F)F)Cl,1
7397,p-TOLUENESULFONYL CHLORIDE,CC1=CC=C(C=C1)S(=O)(=O)Cl,1
7404,4-Nitrobenzenesulfonyl chloride,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)Cl,1
7412,Benzoyl chloride,C1=CC=C(C=C1)C(=O)Cl,1
7428,Methyl gallate,COC(=O)C1=CC(=C(C(=C1)O)O)O,1
7434,"1,3,5-Trinitrobenzene",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1
7439,"Carvone, (+/-)-",CC1=CCC(CC1=O)C(=C)C,1
7443,"1,2-Dichloro-4-nitrobenzene",C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,1
7452,"1,3-Dinitrobenzene",C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1
7459,p-Menthane,CC1CCC(CC1)C(C)C,1
7460,alpha-PHELLANDRENE,CC1=CCC(C=C1)C(C)C,1
7462,alpha-Terpinene,CC1=CC=C(CC1)C(C)C,1
7470,4-Methylbenzoic acid,CC1=CC=C(C=C1)C(=O)O,1
7471,"N,N-Dimethyl-p-toluidine",CC1=CC=C(C=C1)N(C)C,1
7475,4-Nitroaniline,C1=CC(=CC=C1N)[N+](=O)[O-],1
7479,4-(Dimethylamino)Benzaldehyde,CN(C)C1=CC=C(C=C1)C=O,1
7502,4-Vinylpyridine,C=CC1=CC=NC=C1,1
7503,Benzyl Chloride,C1=CC=C(C=C1)CCl,1
7516,Phenylhydrazine,C1=CC=C(C=C1)NN,1
7520,Thioanisole,CSC1=CC=CC=C1,1
7521,2-Vinylpyridine,C=CC1=CC=CC=N1,1
7540,Triphenyl phosphite,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,1
7549,Dinitrosopentamethylenetetramine,C1N2CN(CN1CN(C2)N=O)N=O,1
7550,Pyridostigmine Bromide,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],1
7551,Barban,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl,1
7557,Z-alpha-Methylcinnamaldehyde,CC(=CC1=CC=CC=C1)C=O,1
7561,Cyclohexyl methacrylate,CC(=C)C(=O)OC1CCCCC1,1
7564,4-Aminodiphenylamine,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,1
7565,1-Bromo-4-phenoxybenzene,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,1
7570,"4,4'-Diphenylmethane diisocyanate",C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,1
7572,Diphenan,C1=CC=C(C=C1)CC2=CC=C(C=C2)OC(=O)N,1
7573,N-Isopropyl-N'-phenyl-p-phenylenediamine,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,1
7577,"4,4'-Methylenedianiline",C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,1
7578,4-(4-Chlorophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl,1
7579,"4,4'-Diaminodiphenyl Ether",C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,1
7584,2-Pentyl-3-phenylprop-2-en-1-ol,CCCCCC(=CC1=CC=CC=C1)CO,1
7585,"Octanal, 2-(phenylmethylene)-",CCCCCCC(=CC1=CC=CC=C1)C=O,1
7586,Diglycidyl resorcinol ether,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,1
7589,"N,N'-Di-sec-butyl-p-phenylenediamine",CCC(C)NC1=CC=C(C=C1)NC(C)CC,1
7607,"3,4-Dichlorophenyl isocyanate",C1=CC(=C(C=C1N=C=O)Cl)Cl,1
7612,Cyclopentadiene,C1C=CC=C1,1
7618,Triethanolamine,C(CO)N(CCO)CCO,1
7619,2-(Morpholinothio)benzothiazole,C1COCCN1SC2=NC3=CC=CC=C3S2,1
7633,"1,1-Dimethyl-3-phenylpropyl acetate",CC(=O)OC(C)(C)CCC1=CC=CC=C1,1
7636,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,1
7638,Monobenzone,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,1
7648,"4,4'-Dithiodimorpholine",C1COCCN1SSN2CCOCC2,1
7657,Dibenzyl ether,C1=CC=C(C=C1)COCC2=CC=CC=C2,1
7672,Phenyl isocyanate,C1=CC=C(C=C1)N=C=O,1
7673,Phenyl Isothiocyanate,C1=CC=C(C=C1)N=C=S,1
7688,"N,N'-Bis(1-methylheptyl)-p-phenylenediamine",CCCCCCC(C)NC1=CC=C(C=C1)NC(C)CCCCCC,1
7717,Laurylpyridinium chloride,CCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],1
7723,4-Chlorobenzyl chloride,C1=CC(=CC=C1CCl)Cl,1
7726,4-Chlorobenzaldehyde,C1=CC(=CC=C1C=O)Cl,1
7728,5-Ethyl-2-methylpyridine,CCC1=CN=C(C=C1)C,1
7729,4-Nitrosophenol,C1=CC(=CC=C1N=O)O,1
7737,"1,4-Benzoquinone dioxime",C1=CC(=CC=C1NO)N=O,1
7738,4-Methoxybenzyl alcohol,COC1=CC=C(C=C1)CO,1
7751,Ethyl chloroacetate,CCOC(=O)CCl,1
7771,"2,4-Dimethylphenol",CC1=CC(=C(C=C1)O)C,1
7778,Citronellyl formate,CC(CCC=C(C)C)CCOC=O,1
7780,"3,7-Dimethylocta-2,6-dienyl acetate",CC(=CCCC(=CCOC(=O)C)C)C,1
7793,(-)-Citronellol,CC(CCC=C(C)C)CCO,1
7794,Citronellal,CC(CCC=C(C)C)CC=O,1
7810,4-Chlorotoluene,CC1=CC=C(C=C1)Cl,1
7812,4-Chloroaniline,C1=CC(=CC=C1N)Cl,1
7813,p-Toluidine,CC1=CC=C(C=C1)N,1
7814,p-Phenylenediamine,C1=CC(=CC=C1N)N,1
7819,Isobutyl acrylate,CC(C)COC(=O)C=C,1
7828,Oxydiethylene bis(chloroformate),C(COC(=O)Cl)OCCOC(=O)Cl,1
7835,Epichlorohydrin,C1C(O1)CCl,1
7836,Glycidyl acrylate,C=CC(=O)OCC1CO1,1
7837,Glycidyl methacrylate,CC(=C)C(=O)OCC1CO1,1
7838,Allyl glycidyl ether,C=CCOCC1CO1,1
7848,1-Propanethiol,CCCS,1
7855,Acrylonitrile,C=CC#N,1
7860,Glyoxal,C(=O)C=O,1
7888,Hydroxycitronellal,CC(CCCC(C)(C)O)CC=O,1
7901,"2-Chloro-N,N-dimethylethanamine",CN(C)CCCl,1
7902,Deanol,CN(C)CCO,1
7904,Vinyl acetate,CC(=O)OC=C,1
7917,Isopropyl chloroformate,CC(C)OC(=O)Cl,1
7922,Succinic anhydride,C1CC(=O)OC1=O,1
7923,Maleic Anhydride,C1=CC(=O)OC1=O,1
7932,3-Chloroaniline,C1=CC(=CC(=C1)Cl)N,1
7935,m-Phenylenediamine,C1=CC(=CC(=C1)N)N,1
7942,"1,3-Diacetoxybenzene",CC(=O)OC1=CC(=CC=C1)OC(=O)C,1
7952,"1,3,5-Trimethyl-1,3,5-triazacyclohexane",CN1CN(CN(C1)C)C,1
7954,Cyanuric chloride,C1(=NC(=NC(=N1)Cl)Cl)Cl,1
7955,Melamine,C1(=NC(=NC(=N1)N)N)N,1
7967,Cyclohexanone,C1CCC(=O)CC1,1
7979,Triethylene glycol dimethacrylate,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1
7980,Tetraethylene glycol dimethacrylate,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1
7993,3-Dimethylaminopropylamine,CN(C)CCCN,1
8010,Malononitrile,C(C#N)C#N,1
8012,1-Butanethiol,CCCCS,1
8036,Succinamide,C(CC(=O)N)C(=O)N,1
8041,"N,N'-Methylenebisacrylamide",C=CC(=O)NCNC(=O)C=C,1
8053,Amyl Nitrite,CC(C)CCON=O,1
8058,n-HEXANE,CCCCCC,1
8063,Valeraldehyde,CCCCC=O,1
8066,"2-Butyne-1,4-diol",C(C#CCO)O,1
8080,"3,4-dihydro-2H-pyran",C1CC=COC1,1
8091,Methyl Octanoate,CCCCCCCC(=O)OC,1
8092,Methyl 2-octynoate,CCCCCC#CC(=O)OC,1
8108,Butyl vinyl ether,CCCCOC=C,1
8110,n-BUTYL ISOCYANATE,CCCCN=C=O,1
8111,Diethylenetriamine,C(CNCCN)N,1
8112,Aminoethylethanolamine,C(CNCCO)N,1
8113,Diethanolamine,C(CO)NCCO,1
8124,Octanoyl chloride,CCCCCCCC(=O)Cl,1
